,target,shape,surface,color
5125,poisonous,conical,grooves,white
5126,poisonous,convex,smooth,gray
5127,poisonous,bell,grooves,white
5128,poisonous,convex,smooth,buff
5129,poisonous,flat,smooth,white
5130,poisonous,bell,fibrous,yellow
5131,poisonous,convex,scaly,brown
5132,poisonous,convex,scaly,brown
5133,edible,knobbed,smooth,brown
5134,edible,knobbed,scaly,buff
5135,poisonous,flat,smooth,white
5136,poisonous,flat,smooth,buff
5137,poisonous,flat,scaly,yellow
5138,poisonous,convex,scaly,gray
5139,poisonous,flat,smooth,buff
5140,poisonous,convex,scaly,brown
5141,poisonous,convex,scaly,red
5142,poisonous,flat,fibrous,gray
5143,edible,convex,smooth,red
5144,poisonous,convex,scaly,brown
5145,poisonous,convex,fibrous,yellow
5146,poisonous,convex,scaly,brown
5147,edible,flat,fibrous,brown
5148,poisonous,convex,scaly,brown
5149,edible,convex,smooth,buff
5150,edible,flat,scaly,brown
5151,poisonous,flat,scaly,yellow
5152,poisonous,flat,scaly,buff
5153,poisonous,convex,scaly,brown
5154,poisonous,convex,scaly,brown
5155,poisonous,convex,smooth,buff
5156,poisonous,convex,smooth,buff
5157,poisonous,flat,scaly,yellow
5158,poisonous,flat,smooth,gray
5159,poisonous,convex,scaly,brown
5160,poisonous,convex,smooth,buff
5161,poisonous,flat,fibrous,brown
5162,edible,convex,scaly,red
5163,poisonous,flat,smooth,buff
5164,poisonous,flat,smooth,white
5165,edible,knobbed,scaly,red
5166,poisonous,convex,fibrous,yellow
5167,poisonous,convex,fibrous,brown
5168,edible,convex,scaly,brown
5169,poisonous,convex,scaly,gray
5170,poisonous,flat,smooth,buff
5171,poisonous,flat,smooth,buff
5172,poisonous,flat,scaly,yellow
5173,poisonous,flat,scaly,yellow
5174,edible,convex,smooth,pink
5175,edible,flat,smooth,pink
5176,poisonous,bell,scaly,white
5177,edible,convex,scaly,cinnamon
5178,edible,flat,smooth,brown
5179,poisonous,convex,smooth,buff
5180,poisonous,convex,smooth,gray
5181,poisonous,flat,scaly,yellow
5182,poisonous,convex,smooth,buff
5183,poisonous,convex,smooth,white
5184,edible,flat,scaly,cinnamon
5185,poisonous,convex,scaly,red
5186,poisonous,flat,fibrous,yellow
5187,edible,convex,scaly,white
5188,poisonous,convex,scaly,yellow
5189,poisonous,flat,scaly,pink
5190,poisonous,flat,smooth,gray
5191,poisonous,convex,scaly,brown
5192,edible,knobbed,smooth,pink
5193,poisonous,convex,scaly,brown
5194,poisonous,convex,scaly,gray
5195,poisonous,flat,smooth,buff
5196,edible,knobbed,scaly,pink
5197,poisonous,convex,fibrous,yellow
5198,poisonous,flat,scaly,gray
5199,poisonous,flat,fibrous,gray
5200,poisonous,convex,smooth,buff
5201,poisonous,convex,scaly,brown
5202,poisonous,convex,scaly,yellow
5203,poisonous,flat,fibrous,yellow
5204,poisonous,flat,fibrous,brown
5205,edible,knobbed,smooth,buff
5206,poisonous,flat,scaly,yellow
5207,poisonous,convex,scaly,red
5208,poisonous,convex,smooth,gray
5209,edible,flat,smooth,brown
5210,poisonous,convex,scaly,gray
5211,poisonous,convex,scaly,brown
5212,poisonous,convex,smooth,gray
5213,poisonous,convex,smooth,gray
5214,poisonous,flat,scaly,pink
5215,edible,knobbed,scaly,buff
5216,poisonous,convex,smooth,white
5217,poisonous,convex,scaly,brown
5218,edible,knobbed,scaly,brown
5219,poisonous,flat,scaly,yellow
5220,edible,convex,scaly,pink
5221,poisonous,flat,smooth,gray
5222,edible,convex,smooth,pink
5223,poisonous,bell,scaly,brown
5224,poisonous,flat,smooth,buff
5225,poisonous,convex,scaly,brown
5226,poisonous,convex,scaly,brown
5227,poisonous,convex,smooth,buff
5228,poisonous,convex,scaly,brown
5229,edible,knobbed,scaly,pink
5230,edible,knobbed,fibrous,cinnamon
5231,poisonous,convex,scaly,yellow
5232,edible,convex,smooth,brown
5233,poisonous,flat,fibrous,gray
5234,poisonous,flat,scaly,yellow
5235,poisonous,flat,smooth,gray
5236,poisonous,knobbed,scaly,white
5237,edible,knobbed,fibrous,brown
5238,poisonous,knobbed,fibrous,yellow
5239,poisonous,flat,smooth,white
5240,poisonous,flat,scaly,yellow
5241,poisonous,flat,scaly,yellow
5242,edible,knobbed,smooth,buff
5243,poisonous,flat,scaly,yellow
5244,poisonous,convex,scaly,brown
5245,poisonous,convex,scaly,yellow
5246,poisonous,convex,scaly,yellow
5247,poisonous,bell,scaly,white
5248,poisonous,flat,scaly,yellow
5249,poisonous,convex,smooth,white
5250,poisonous,convex,smooth,buff
5251,edible,knobbed,scaly,buff
5252,poisonous,flat,scaly,yellow
5253,poisonous,convex,smooth,buff
5254,poisonous,bell,scaly,buff
5255,poisonous,convex,smooth,white
5256,edible,knobbed,smooth,brown
5257,poisonous,flat,smooth,gray
5258,poisonous,convex,fibrous,yellow
5259,poisonous,flat,smooth,gray
5260,poisonous,flat,scaly,yellow
5261,poisonous,knobbed,scaly,brown
5262,poisonous,flat,smooth,buff
5263,edible,flat,smooth,red
5264,poisonous,convex,scaly,brown
5265,poisonous,convex,scaly,brown
5266,poisonous,convex,scaly,brown
5267,poisonous,convex,smooth,white
5268,edible,knobbed,smooth,brown
5269,poisonous,flat,scaly,gray
5270,edible,convex,smooth,buff
5271,poisonous,flat,smooth,white
5272,edible,knobbed,fibrous,brown
5273,poisonous,convex,scaly,brown
5274,poisonous,flat,smooth,white
5275,poisonous,convex,smooth,gray
5276,poisonous,knobbed,scaly,yellow
5277,poisonous,flat,smooth,white
5278,poisonous,flat,fibrous,yellow
5279,edible,knobbed,scaly,pink
5280,poisonous,flat,scaly,white
5281,poisonous,flat,smooth,buff
5282,edible,flat,scaly,white
5283,edible,convex,scaly,green
5284,edible,convex,smooth,buff
5285,poisonous,flat,smooth,gray
5286,poisonous,convex,scaly,red
5287,poisonous,flat,scaly,yellow
5288,poisonous,flat,smooth,gray
5289,poisonous,flat,smooth,buff
5290,edible,flat,smooth,red
5291,poisonous,convex,scaly,red
5292,poisonous,flat,fibrous,gray
5293,poisonous,flat,scaly,yellow
5294,edible,convex,smooth,brown
5295,poisonous,flat,smooth,gray
5296,poisonous,convex,scaly,brown
5297,poisonous,flat,smooth,white
5298,edible,convex,fibrous,cinnamon
5299,poisonous,flat,smooth,gray
5300,poisonous,flat,fibrous,gray
5301,edible,convex,scaly,green
5302,poisonous,convex,fibrous,yellow
5303,poisonous,convex,scaly,brown
5304,poisonous,convex,scaly,brown
5305,edible,flat,scaly,red
5306,poisonous,convex,smooth,gray
5307,edible,knobbed,scaly,brown
5308,edible,flat,scaly,red
5309,poisonous,convex,scaly,brown
5310,poisonous,bell,scaly,brown
5311,poisonous,convex,scaly,brown
5312,edible,flat,scaly,buff
5313,poisonous,convex,smooth,white
5314,poisonous,flat,scaly,yellow
5315,edible,flat,scaly,brown
5316,poisonous,bell,scaly,white
5317,edible,convex,scaly,brown
5318,poisonous,flat,scaly,yellow
5319,poisonous,convex,smooth,buff
5320,poisonous,convex,scaly,brown
5321,poisonous,convex,smooth,gray
5322,poisonous,flat,smooth,gray
5323,poisonous,convex,scaly,brown
5324,edible,flat,scaly,white
5325,poisonous,convex,scaly,brown
5326,poisonous,flat,fibrous,gray
5327,poisonous,convex,scaly,red
5328,poisonous,convex,smooth,white
5329,poisonous,flat,scaly,gray
5330,poisonous,convex,smooth,white
5331,poisonous,knobbed,scaly,yellow
5332,poisonous,flat,smooth,white
5333,poisonous,flat,smooth,gray
5334,edible,convex,scaly,cinnamon
5335,poisonous,convex,smooth,white
5336,poisonous,convex,scaly,brown
5337,poisonous,flat,scaly,pink
5338,poisonous,flat,scaly,yellow
5339,edible,convex,smooth,pink
5340,poisonous,flat,scaly,buff
5341,poisonous,convex,fibrous,yellow
5342,poisonous,flat,scaly,yellow
5343,edible,flat,fibrous,brown
5344,edible,convex,fibrous,brown
5345,poisonous,convex,scaly,brown
5346,poisonous,flat,smooth,gray
5347,poisonous,convex,smooth,buff
5348,poisonous,flat,smooth,gray
5349,poisonous,convex,smooth,buff
5350,edible,convex,scaly,green
5351,poisonous,flat,scaly,yellow
5352,poisonous,flat,smooth,gray
5353,poisonous,convex,scaly,brown
5354,poisonous,flat,scaly,yellow
5355,poisonous,flat,smooth,white
5356,poisonous,convex,smooth,white
5357,poisonous,flat,scaly,gray
5358,poisonous,flat,scaly,yellow
5359,poisonous,convex,scaly,brown
5360,poisonous,convex,scaly,yellow
5361,edible,flat,smooth,brown
5362,poisonous,flat,scaly,yellow
5363,poisonous,flat,smooth,gray
5364,poisonous,convex,scaly,brown
5365,poisonous,flat,scaly,yellow
5366,poisonous,flat,scaly,yellow
5367,poisonous,flat,smooth,white
5368,poisonous,flat,smooth,pink
5369,poisonous,flat,scaly,yellow
5370,edible,knobbed,smooth,pink
5371,poisonous,convex,smooth,buff
5372,poisonous,convex,smooth,white
5373,poisonous,convex,smooth,white
5374,poisonous,convex,scaly,brown
5375,poisonous,bell,scaly,pink
5376,poisonous,convex,smooth,buff
5377,edible,convex,scaly,pink
5378,poisonous,convex,scaly,brown
5379,poisonous,convex,scaly,yellow
5380,poisonous,convex,smooth,white
5381,edible,flat,scaly,buff
5382,poisonous,flat,smooth,buff
5383,edible,convex,fibrous,cinnamon
5384,edible,flat,smooth,pink
5385,edible,convex,scaly,brown
5386,edible,flat,smooth,pink
5387,poisonous,flat,smooth,gray
5388,edible,knobbed,smooth,red
5389,edible,knobbed,scaly,red
5390,poisonous,flat,smooth,white
5391,edible,knobbed,smooth,buff
5392,poisonous,convex,smooth,buff
5393,poisonous,bell,scaly,yellow
5394,poisonous,convex,smooth,white
5395,poisonous,convex,fibrous,yellow
5396,poisonous,flat,scaly,yellow
5397,poisonous,bell,fibrous,brown
5398,poisonous,flat,scaly,yellow
5399,poisonous,flat,scaly,yellow
5400,edible,flat,scaly,cinnamon
5401,poisonous,convex,scaly,red
5402,poisonous,flat,smooth,white
5403,poisonous,convex,scaly,brown
5404,poisonous,bell,scaly,pink
5405,poisonous,flat,scaly,yellow
5406,poisonous,convex,smooth,buff
5407,poisonous,flat,scaly,yellow
5408,poisonous,flat,smooth,buff
5409,poisonous,flat,smooth,buff
5410,poisonous,convex,scaly,brown
5411,poisonous,flat,scaly,yellow
5412,edible,convex,smooth,brown
5413,poisonous,flat,scaly,yellow
5414,edible,flat,smooth,buff
5415,edible,flat,smooth,red
5416,edible,convex,smooth,brown
5417,poisonous,flat,smooth,white
5418,poisonous,flat,scaly,yellow
5419,edible,flat,smooth,pink
5420,edible,convex,smooth,red
5421,poisonous,flat,scaly,yellow
5422,poisonous,bell,scaly,buff
5423,poisonous,flat,smooth,buff
5424,poisonous,flat,smooth,gray
5425,poisonous,convex,smooth,buff
5426,poisonous,convex,fibrous,yellow
5427,poisonous,flat,smooth,white
5428,poisonous,convex,smooth,gray
5429,edible,flat,scaly,green
5430,poisonous,flat,scaly,yellow
5431,poisonous,convex,scaly,brown
5432,poisonous,convex,smooth,buff
5433,edible,convex,fibrous,cinnamon
5434,poisonous,convex,smooth,gray
5435,edible,convex,scaly,purple
5436,poisonous,convex,fibrous,yellow
5437,poisonous,flat,fibrous,gray
5438,poisonous,flat,scaly,white
5439,poisonous,convex,scaly,brown
5440,poisonous,convex,scaly,brown
5441,poisonous,convex,scaly,gray
5442,edible,convex,scaly,pink
5443,poisonous,flat,smooth,gray
5444,poisonous,convex,smooth,buff
5445,poisonous,convex,scaly,brown
5446,poisonous,convex,smooth,gray
5447,poisonous,convex,scaly,brown
5448,poisonous,flat,smooth,white
5449,poisonous,convex,smooth,gray
5450,poisonous,convex,smooth,gray
5451,poisonous,flat,scaly,yellow
5452,poisonous,flat,scaly,yellow
5453,poisonous,flat,scaly,gray
5454,poisonous,convex,scaly,yellow
5455,poisonous,convex,smooth,gray
5456,poisonous,flat,smooth,buff
5457,poisonous,flat,smooth,white
5458,poisonous,flat,fibrous,gray
5459,poisonous,flat,smooth,buff
5460,poisonous,convex,scaly,brown
5461,poisonous,convex,smooth,white
5462,edible,knobbed,smooth,red
5463,poisonous,flat,scaly,buff
5464,poisonous,convex,scaly,brown
5465,edible,knobbed,scaly,brown
5466,poisonous,flat,smooth,white
5467,poisonous,flat,smooth,white
5468,poisonous,convex,scaly,brown
5469,poisonous,convex,smooth,white
5470,poisonous,convex,scaly,brown
5471,poisonous,bell,smooth,pink
5472,poisonous,convex,scaly,red
5473,poisonous,flat,scaly,gray
5474,poisonous,convex,scaly,yellow
5475,poisonous,convex,scaly,gray
5476,poisonous,flat,scaly,white
5477,poisonous,flat,smooth,gray
5478,edible,knobbed,scaly,pink
5479,poisonous,convex,smooth,white
5480,edible,knobbed,smooth,pink
5481,poisonous,flat,smooth,white
5482,poisonous,convex,scaly,brown
5483,poisonous,convex,fibrous,yellow
5484,poisonous,flat,scaly,gray
5485,poisonous,convex,scaly,gray
5486,edible,convex,scaly,red
5487,poisonous,flat,scaly,yellow
5488,poisonous,convex,scaly,brown
5489,poisonous,convex,smooth,buff
5490,poisonous,flat,scaly,yellow
5491,edible,knobbed,scaly,red
5492,poisonous,flat,scaly,pink
5493,poisonous,flat,scaly,white
5494,poisonous,flat,scaly,yellow
5495,poisonous,flat,scaly,yellow
5496,edible,flat,scaly,green
5497,poisonous,convex,smooth,white
5498,poisonous,convex,smooth,white
5499,poisonous,convex,smooth,buff
5500,poisonous,convex,scaly,brown
5501,edible,knobbed,scaly,red
5502,edible,knobbed,smooth,pink
5503,edible,convex,scaly,buff
5504,poisonous,convex,smooth,gray
5505,poisonous,flat,scaly,yellow
5506,poisonous,convex,scaly,brown
5507,poisonous,conical,scaly,white
5508,poisonous,flat,smooth,white
5509,poisonous,flat,smooth,gray
5510,poisonous,convex,scaly,red
5511,poisonous,convex,smooth,gray
5512,poisonous,convex,scaly,brown
5513,edible,convex,scaly,pink
5514,edible,flat,scaly,white
5515,poisonous,flat,scaly,yellow
5516,poisonous,convex,scaly,brown
5517,poisonous,convex,fibrous,yellow
5518,poisonous,convex,scaly,brown
5519,poisonous,convex,smooth,gray
5520,poisonous,convex,scaly,brown
5521,edible,knobbed,fibrous,brown
5522,poisonous,convex,smooth,white
5523,poisonous,flat,scaly,yellow
5524,edible,convex,scaly,pink
5525,poisonous,bell,scaly,buff
5526,poisonous,flat,scaly,gray
5527,edible,flat,scaly,green
5528,poisonous,convex,scaly,brown
5529,poisonous,convex,scaly,brown
5530,poisonous,flat,smooth,buff
5531,poisonous,flat,scaly,yellow
5532,poisonous,convex,scaly,brown
5533,edible,flat,scaly,brown
5534,poisonous,convex,scaly,brown
5535,edible,flat,scaly,red
5536,edible,convex,scaly,buff
5537,edible,convex,smooth,brown
5538,poisonous,flat,smooth,white
5539,edible,convex,scaly,buff
5540,poisonous,convex,fibrous,yellow
5541,poisonous,flat,scaly,yellow
5542,poisonous,flat,scaly,yellow
5543,edible,knobbed,scaly,red
5544,poisonous,flat,smooth,white
5545,edible,knobbed,scaly,cinnamon
5546,edible,knobbed,scaly,brown
5547,poisonous,bell,smooth,pink
5548,poisonous,convex,scaly,brown
5549,poisonous,convex,smooth,buff
5550,edible,flat,scaly,green
5551,poisonous,convex,smooth,buff
5552,edible,flat,scaly,purple
5553,poisonous,convex,scaly,brown
5554,poisonous,convex,smooth,white
5555,edible,convex,smooth,red
5556,edible,flat,scaly,pink
5557,poisonous,convex,scaly,brown
5558,poisonous,convex,scaly,brown
5559,poisonous,convex,smooth,white
5560,poisonous,flat,scaly,yellow
5561,edible,convex,scaly,brown
5562,edible,convex,scaly,red
5563,poisonous,convex,smooth,white
5564,poisonous,convex,scaly,yellow
5565,poisonous,flat,smooth,buff
5566,poisonous,flat,fibrous,yellow
5567,poisonous,convex,smooth,gray
5568,edible,flat,smooth,pink
5569,edible,convex,scaly,brown
5570,poisonous,bell,scaly,white
5571,poisonous,flat,scaly,yellow
5572,poisonous,convex,scaly,red
5573,poisonous,convex,smooth,buff
5574,poisonous,convex,smooth,buff
5575,poisonous,convex,scaly,brown
5576,poisonous,bell,scaly,pink
5577,edible,convex,scaly,cinnamon
5578,poisonous,convex,scaly,brown
5579,poisonous,convex,smooth,white
5580,poisonous,convex,scaly,brown
5581,edible,flat,scaly,brown
5582,poisonous,convex,scaly,brown
5583,poisonous,flat,smooth,gray
5584,poisonous,convex,scaly,red
5585,edible,convex,scaly,green
5586,poisonous,bell,scaly,pink
5587,edible,convex,smooth,pink
5588,poisonous,convex,scaly,brown
5589,poisonous,convex,scaly,brown
5590,poisonous,flat,smooth,gray
5591,poisonous,flat,scaly,yellow
5592,poisonous,flat,scaly,pink
5593,poisonous,convex,scaly,brown
5594,poisonous,convex,scaly,brown
5595,edible,flat,smooth,buff
5596,poisonous,flat,smooth,buff
5597,edible,convex,scaly,cinnamon
5598,edible,convex,scaly,white
5599,poisonous,convex,scaly,brown
5600,edible,flat,scaly,brown
5601,poisonous,convex,scaly,brown
5602,poisonous,convex,scaly,brown
5603,edible,knobbed,scaly,pink
5604,poisonous,flat,smooth,white
5605,poisonous,convex,scaly,brown
5606,poisonous,flat,scaly,yellow
5607,edible,knobbed,scaly,brown
5608,poisonous,flat,smooth,gray
5609,poisonous,flat,smooth,white
5610,poisonous,flat,fibrous,gray
5611,edible,flat,smooth,brown
5612,poisonous,convex,fibrous,yellow
5613,poisonous,convex,scaly,brown
5614,poisonous,convex,scaly,red
5615,poisonous,flat,scaly,yellow
5616,poisonous,bell,smooth,white
5617,poisonous,convex,smooth,buff
5618,edible,flat,scaly,buff
5619,edible,convex,fibrous,cinnamon
5620,poisonous,flat,smooth,white
5621,edible,knobbed,smooth,pink
5622,edible,knobbed,scaly,brown
5623,edible,convex,scaly,buff
5624,poisonous,convex,fibrous,yellow
5625,poisonous,flat,smooth,gray
5626,poisonous,flat,scaly,yellow
5627,edible,convex,scaly,red
5628,poisonous,flat,smooth,buff
5629,edible,convex,scaly,brown
5630,poisonous,flat,scaly,yellow
5631,poisonous,flat,fibrous,gray
5632,poisonous,bell,scaly,buff
5633,poisonous,convex,scaly,red
5634,poisonous,flat,scaly,yellow
5635,poisonous,flat,fibrous,yellow
5636,poisonous,flat,scaly,white
5637,edible,knobbed,smooth,red
5638,poisonous,flat,scaly,yellow
5639,edible,knobbed,smooth,brown
5640,poisonous,flat,scaly,yellow
5641,poisonous,flat,scaly,gray
5642,poisonous,flat,scaly,yellow
5643,poisonous,convex,scaly,red
5644,edible,flat,smooth,buff
5645,poisonous,flat,smooth,white
5646,poisonous,convex,smooth,white
5647,poisonous,flat,scaly,gray
5648,edible,flat,scaly,pink
5649,poisonous,flat,scaly,yellow
5650,poisonous,flat,scaly,yellow
5651,edible,knobbed,smooth,red
5652,edible,convex,scaly,brown
5653,poisonous,convex,scaly,yellow
5654,poisonous,flat,smooth,buff
5655,poisonous,convex,scaly,gray
5656,poisonous,flat,smooth,gray
5657,poisonous,convex,smooth,white
5658,poisonous,convex,fibrous,brown
5659,poisonous,flat,smooth,buff
5660,edible,flat,scaly,red
5661,poisonous,flat,scaly,yellow
5662,poisonous,convex,smooth,buff
5663,edible,knobbed,fibrous,brown
5664,poisonous,flat,scaly,yellow
5665,edible,knobbed,scaly,cinnamon
5666,poisonous,convex,fibrous,gray
5667,poisonous,convex,scaly,brown
5668,edible,flat,scaly,pink
5669,poisonous,convex,smooth,buff
5670,poisonous,convex,scaly,gray
5671,poisonous,flat,scaly,yellow
5672,poisonous,convex,scaly,red
5673,edible,flat,scaly,green
5674,poisonous,flat,scaly,yellow
5675,poisonous,convex,smooth,gray
5676,poisonous,convex,smooth,white
5677,poisonous,flat,smooth,buff
5678,edible,convex,scaly,brown
5679,poisonous,flat,fibrous,yellow
5680,edible,flat,scaly,purple
5681,poisonous,convex,scaly,brown
5682,edible,convex,smooth,brown
5683,poisonous,convex,smooth,white
5684,poisonous,flat,scaly,yellow
5685,edible,flat,smooth,buff
5686,edible,knobbed,fibrous,cinnamon
5687,poisonous,convex,smooth,gray
5688,poisonous,flat,scaly,gray
5689,poisonous,convex,scaly,red
5690,edible,flat,scaly,pink
5691,edible,knobbed,scaly,pink
5692,poisonous,convex,scaly,yellow
5693,poisonous,convex,scaly,brown
5694,edible,flat,smooth,brown
5695,poisonous,flat,scaly,yellow
5696,poisonous,convex,scaly,brown
5697,edible,flat,smooth,brown
5698,poisonous,flat,scaly,yellow
5699,poisonous,flat,scaly,yellow
5700,poisonous,flat,scaly,yellow
5701,edible,flat,fibrous,cinnamon
5702,poisonous,bell,scaly,buff
5703,edible,knobbed,scaly,red
5704,poisonous,convex,smooth,buff
5705,poisonous,convex,smooth,gray
5706,poisonous,flat,scaly,yellow
5707,poisonous,convex,smooth,gray
5708,poisonous,convex,scaly,red
5709,poisonous,flat,smooth,white
5710,edible,flat,smooth,pink
5711,poisonous,flat,smooth,buff
5712,poisonous,convex,scaly,red
5713,edible,flat,scaly,white
5714,edible,convex,scaly,pink
5715,poisonous,convex,smooth,buff
5716,poisonous,knobbed,grooves,white
5717,poisonous,flat,smooth,gray
5718,poisonous,convex,scaly,brown
5719,edible,knobbed,smooth,red
5720,poisonous,convex,scaly,brown
5721,poisonous,convex,scaly,brown
5722,poisonous,flat,smooth,white
5723,edible,flat,smooth,red
5724,poisonous,flat,smooth,buff
5725,poisonous,bell,smooth,white
5726,edible,flat,fibrous,brown
5727,poisonous,flat,smooth,gray
5728,poisonous,convex,smooth,white
5729,poisonous,flat,scaly,yellow
5730,edible,convex,smooth,buff
